Student_ID,First_Name,Last_Name,Date_of_Birth,Gender,Program,Enrollment_Year,Status
3725155,Juan,Jones,1998-07-08,Female,Bachelor of Science,2015,Alumni
9926211,Christina,Lin,1999-07-06,Male,Bachelor of Science,2017,Alumni
1690625,Billy,Blair,1995-05-24,Non-Binary,Bachelor of Science,2016,Active
5681077,Jonathan,Rogers,1996-11-23,Male,MBA,2024,Withdrawn
2562788,Jennifer,Johnson,2006-08-27,Female,Bachelor of Science,2022,Active
9565548,Tanya,Sellers,1996-06-16,Female,Master of IT,2019,Alumni
2706724,Tanner,Rogers,2000-01-25,Non-Binary,Bachelor of Arts,2018,Active
7789582,Sylvia,Pacheco,1994-11-07,Non-Binary,MBA,2022,Active
5511896,Sergio,Edwards,2006-08-04,Male,MBA,2017,Active
1533569,Adrienne,Farmer,2004-04-15,Non-Binary,Bachelor of Arts,2019,Alumni
3911919,Tracy,Blankenship,2002-12-19,Male,Bachelor of Science,2022,Withdrawn
5415120,Thomas,Murphy,2005-11-13,Male,Master of IT,2020,Withdrawn
6580189,Kelly,Lopez,2001-03-24,Male,Master of IT,2021,Active
2835552,Mark,Cox,2003-03-17,Female,Master of IT,2022,Alumni
9739307,Gregory,Rocha,2006-11-04,Non-Binary,Master of IT,2022,Withdrawn
7330522,Olivia,Evans,2001-11-16,Non-Binary,Bachelor of Science,2017,Active
2005180,Dwayne,Gonzales,2001-01-14,Male,Bachelor of Arts,2020,Withdrawn
5149925,Beth,Garcia,1998-09-22,Female,Bachelor of Science,2017,Alumni
3253674,Tom,Hampton,2001-08-10,Non-Binary,Master of IT,2022,Alumni
2377317,Ann,Wallace,2002-12-25,Female,MBA,2024,Alumni
5614900,Denise,Booth,1998-10-17,Male,Bachelor of Science,2016,Withdrawn
2371197,Mitchell,Williams,2003-01-22,Female,Master of IT,2020,Active
5561081,Anthony,Johnson,1996-08-10,Non-Binary,Bachelor of Science,2023,Withdrawn
3293909,Daniel,Brooks,2002-10-18,Female,MBA,2017,Active
1197025,Brett,Green,2004-03-19,Female,Bachelor of Arts,2019,Active
2005192,Lisa,Franco,2005-05-06,Female,Bachelor of Science,2018,Alumni
3121578,Kevin,Bowers,2001-08-17,Female,Bachelor of Arts,2015,Active
6740645,Kurt,Campbell,2000-08-16,Male,Bachelor of Arts,2018,Withdrawn
2655277,Jason,Yang,2000-09-30,Non-Binary,Master of IT,2020,Alumni
6310256,Jill,Davis,2001-01-27,Male,Bachelor of Arts,2018,Active
6861858,Lisa,Hudson,2001-03-29,Non-Binary,Bachelor of Arts,2015,Alumni
8226229,Lindsey,Roth,2003-03-02,Male,Bachelor of Arts,2021,Active
3001289,James,Jackson,1999-07-28,Male,Master of IT,2020,Alumni
8732088,Laura,Oconnor,2006-07-02,Female,MBA,2015,Active
6504530,Christopher,Martinez,2006-11-07,Male,MBA,2018,Alumni
6835073,Erin,Randolph,2001-01-25,Non-Binary,MBA,2024,Active
5479330,Richard,Williams,1996-07-13,Male,Master of IT,2015,Withdrawn
8563497,Raymond,Gordon,2003-12-23,Female,MBA,2018,Active
7145192,Eric,Reyes,1996-03-20,Female,Bachelor of Arts,2016,Withdrawn
3864888,Paula,Walker,2004-04-10,Male,Bachelor of Science,2015,Withdrawn
8188993,Karen,Riley,2003-04-06,Non-Binary,MBA,2018,Alumni
2862289,Margaret,Garcia,1994-12-31,Male,Master of IT,2023,Active
1428330,Michael,Rivera,1995-06-24,Female,Bachelor of Arts,2018,Alumni
6310856,Carlos,Church,1999-04-24,Male,Bachelor of Science,2022,Withdrawn
8587935,Michelle,Barnett,1997-09-10,Female,Master of IT,2019,Alumni
5216230,Rachel,Clarke,2005-12-21,Male,Bachelor of Arts,2017,Withdrawn
5897705,Robert,Rose,1996-10-27,Female,MBA,2015,Alumni
1278058,Daniel,Nguyen,2005-06-19,Male,Bachelor of Arts,2022,Active
1228477,Andrew,Lee,1995-05-31,Female,Bachelor of Arts,2024,Active
5538200,Andrew,Harris,1996-07-20,Non-Binary,Bachelor of Science,2016,Active
3902728,Sheena,Bennett,2006-09-05,Non-Binary,Master of IT,2021,Alumni
5087316,Carlos,Calderon,1999-05-30,Female,Bachelor of Arts,2023,Withdrawn
2746684,Kathryn,Hammond,1999-11-20,Male,Bachelor of Arts,2015,Withdrawn
8206510,Brian,Murray,1995-11-13,Female,Master of IT,2024,Withdrawn
1983734,Kaylee,Guerra,2001-02-24,Non-Binary,Master of IT,2020,Alumni
2902257,Robert,Warner,2006-12-15,Male,Bachelor of Arts,2022,Active
9690204,Kenneth,Humphrey,2005-05-20,Male,Bachelor of Science,2023,Active
6494864,James,Abbott,1996-07-06,Male,Bachelor of Science,2016,Alumni
7468355,Valerie,Jones,2006-07-02,Male,Bachelor of Arts,2024,Active
3857164,Kevin,Ford,1999-02-22,Male,MBA,2024,Withdrawn
5834728,Brandon,Abbott,2005-03-17,Female,Bachelor of Arts,2024,Withdrawn
6277509,Aaron,Herrera,2000-04-14,Female,Bachelor of Science,2022,Alumni
3453726,Brittany,Chavez,1998-02-26,Female,MBA,2016,Alumni
2499772,David,Warner,2005-07-13,Male,Master of IT,2019,Withdrawn
3936418,Laura,Gutierrez,2004-08-06,Male,Bachelor of Arts,2021,Active
9529680,Stephen,Walker,1994-11-27,Non-Binary,Bachelor of Arts,2024,Withdrawn
9402367,Sheila,Brown,2006-08-13,Non-Binary,Bachelor of Arts,2018,Withdrawn
2197234,Adam,Ortiz,2006-01-04,Non-Binary,Master of IT,2023,Active
1519693,Alexandra,Hobbs,2003-10-03,Non-Binary,MBA,2016,Alumni
9568716,Christopher,Price,1997-08-12,Non-Binary,Bachelor of Science,2017,Alumni
7928827,Charles,Roy,2001-10-01,Non-Binary,MBA,2018,Active
4009007,Samuel,Miles,1999-12-20,Male,Bachelor of Arts,2018,Active
3552861,Billy,Anderson,2003-07-13,Non-Binary,MBA,2016,Alumni
4753411,Hannah,Diaz,1998-02-23,Non-Binary,Bachelor of Arts,2022,Withdrawn
8869418,Grace,Klein,1999-04-25,Non-Binary,Bachelor of Science,2019,Withdrawn
3953209,Stephen,Young,1999-07-07,Male,Bachelor of Science,2018,Withdrawn
9819983,Douglas,Smith,2000-10-10,Non-Binary,Bachelor of Arts,2020,Withdrawn
7570670,Shelly,Paul,2001-06-06,Male,MBA,2018,Active
5098657,Joshua,Baxter,2005-03-29,Male,Bachelor of Science,2016,Active
6829990,Willie,Martinez,2006-06-04,Male,Master of IT,2020,Withdrawn
7306100,Carrie,Golden,1999-07-26,Non-Binary,Bachelor of Arts,2015,Withdrawn
6919628,Lisa,Reed,2002-01-19,Male,Bachelor of Science,2018,Active
8659051,Joshua,Johnson,1996-11-04,Female,Bachelor of Arts,2023,Active
2950982,Amanda,Golden,1994-10-01,Male,MBA,2019,Alumni
5796118,Steven,Padilla,1996-09-26,Non-Binary,Bachelor of Arts,2016,Withdrawn
7808168,Gloria,Henderson,1994-04-14,Female,Bachelor of Arts,2018,Active
7107660,Adrian,Duffy,2004-05-09,Male,Bachelor of Arts,2019,Active
1027357,Eric,Stephens,1995-05-29,Male,MBA,2021,Active
7671597,Daniel,Smith,1994-09-06,Non-Binary,Master of IT,2024,Withdrawn
2730933,Adam,Phillips,2005-04-22,Female,Bachelor of Arts,2021,Withdrawn
5176048,Leslie,Garrison,2001-10-27,Female,Bachelor of Science,2015,Active
4631504,Carol,Decker,2001-12-13,Non-Binary,MBA,2023,Withdrawn
3178229,Frederick,Flores,2004-07-08,Female,MBA,2016,Alumni
1647658,Eric,Arnold,1994-10-07,Female,Bachelor of Science,2017,Withdrawn
5892919,Ryan,Singleton,2006-07-26,Male,Master of IT,2017,Withdrawn
9006498,Monique,Olsen,2001-05-10,Male,Bachelor of Arts,2017,Withdrawn
1098174,Joseph,Sanchez,1994-04-13,Non-Binary,Bachelor of Arts,2019,Active
6568311,Lisa,Moore,1999-08-08,Male,MBA,2023,Alumni
5826417,Jonathan,Cook,2002-05-27,Non-Binary,Master of IT,2021,Withdrawn
9884169,David,Coleman,1998-07-31,Male,Bachelor of Science,2023,Alumni
5900463,David,King,1998-06-22,Male,Master of IT,2020,Active
1358260,Wendy,Ramirez,2001-06-27,Male,Bachelor of Science,2024,Withdrawn
5417183,Jessica,Rivers,1995-09-30,Male,MBA,2022,Alumni
7151131,James,Smith,2004-05-21,Female,MBA,2015,Active
5890199,Lynn,Hill,1995-08-04,Male,Bachelor of Arts,2016,Active
6795471,Steven,Lucero,1999-05-02,Female,MBA,2020,Withdrawn
9387346,Michelle,Lewis,1996-02-05,Female,Bachelor of Arts,2023,Alumni
2308542,Aimee,Bowen,2001-09-07,Male,Master of IT,2019,Active
6288183,Nancy,Taylor,2003-11-16,Male,Bachelor of Arts,2020,Withdrawn
3586770,Lauren,Shaffer,2002-05-28,Male,MBA,2021,Alumni
5846405,Samantha,Frazier,2001-10-20,Non-Binary,Bachelor of Science,2017,Alumni
9314527,Susan,Hogan,1997-04-06,Male,Bachelor of Science,2023,Withdrawn
4108555,Tyler,Williams,2004-11-20,Male,Bachelor of Science,2017,Active
3785018,Anthony,Mitchell,1997-05-11,Male,Bachelor of Science,2018,Alumni
2532046,Patricia,Murphy,2001-02-20,Male,Bachelor of Science,2023,Active
9851990,Amy,Jennings,1997-11-02,Male,Bachelor of Science,2020,Active
6248601,Ashley,Hall,2004-04-15,Female,Bachelor of Arts,2023,Active
3203529,Jeffrey,Ward,2006-03-31,Non-Binary,Bachelor of Arts,2021,Alumni
5867951,Jennifer,Reynolds,2005-02-24,Male,MBA,2018,Withdrawn
4787828,Michael,Davidson,2002-02-19,Female,Bachelor of Arts,2021,Withdrawn
4597123,Gerald,Scott,2005-01-19,Non-Binary,MBA,2015,Alumni
5065746,Lisa,Clark,1996-01-18,Female,Bachelor of Arts,2015,Active
9546969,Helen,Morgan,1996-06-08,Male,Master of IT,2023,Active
4096519,Geoffrey,Russo,1995-03-07,Non-Binary,MBA,2017,Alumni
5990001,James,Miller,1996-08-17,Female,Bachelor of Science,2020,Active
5929424,Eric,Alexander,1999-01-11,Male,Bachelor of Science,2015,Alumni
3967307,Tammy,Chaney,2004-08-20,Female,Master of IT,2020,Active
3374674,Deborah,Moran,1994-03-31,Female,Bachelor of Science,2020,Withdrawn
7344286,Glenn,Clayton,1995-07-19,Female,Bachelor of Science,2020,Withdrawn
5812498,Michael,Hill,1997-08-09,Non-Binary,Master of IT,2021,Active
2448892,Douglas,Weaver,2000-12-22,Male,MBA,2019,Withdrawn
6165185,Jessica,Allen,2000-05-16,Female,Master of IT,2019,Active
4622949,John,Mitchell,1998-01-29,Non-Binary,Bachelor of Arts,2024,Active
7039472,Paul,Richardson,1997-10-01,Male,Bachelor of Arts,2017,Withdrawn
5543781,Susan,Simpson,2002-09-02,Female,Master of IT,2020,Active
8707822,Lisa,Mason,2002-01-26,Non-Binary,MBA,2019,Alumni
2216698,Linda,Frank,2006-07-22,Female,Bachelor of Arts,2016,Alumni
2020282,Nicholas,Clay,1998-09-29,Male,MBA,2019,Active
1856998,Kyle,Medina,1995-10-14,Female,Master of IT,2016,Withdrawn
1495349,Brandy,Robinson,1994-10-13,Male,Master of IT,2023,Withdrawn
7993857,Drew,Hughes,2002-02-08,Male,MBA,2018,Active
6712861,Cynthia,Reid,2003-10-09,Female,Master of IT,2023,Withdrawn
9210501,Brandi,Davis,1999-07-07,Female,Bachelor of Science,2020,Withdrawn
5646607,Fred,Huff,2007-01-08,Non-Binary,Bachelor of Arts,2021,Alumni
1192062,Stephanie,Myers,1996-08-09,Male,Bachelor of Science,2022,Withdrawn
8970256,Julie,Reed,2004-07-01,Non-Binary,MBA,2021,Withdrawn
3163521,Charles,Hodge,2002-05-19,Non-Binary,MBA,2016,Withdrawn
9724647,Eric,Wall,2001-01-21,Non-Binary,Master of IT,2022,Withdrawn
4601299,Charles,Boyer,2006-07-30,Female,Bachelor of Science,2020,Withdrawn
6650222,Veronica,Scott,2006-07-02,Female,MBA,2020,Alumni
6146216,Melissa,Mccarthy,1996-01-18,Male,Master of IT,2018,Active
9101502,Megan,Turner,2001-11-16,Non-Binary,Bachelor of Science,2018,Withdrawn
2105982,Timothy,Ward,1999-09-28,Non-Binary,MBA,2022,Alumni
